-6.162199005484580994e-02,-1.155571453273296356e-02,-1.009229384362697601e-02,-2.154357284307479858e-01,-1.045386597979813814e-04,-7.633998245000839233e-02,-2.165034227073192596e-02,-3.048289800062775612e-03,-1.404957622289657593e-01,-6.041473895311355591e-02,-2.044847048819065094e-02,-1.926487684249877930e-02,-1.204993203282356262e-02,-2.195367217063903809e-02,-1.913751214742660522e-01,-1.098279878497123718e-01,-5.049328505992889404e-02,-3.434071782976388931e-03,-3.499409183859825134e-02,-1.200113520026206970e-01
-5.311487615108489990e-02,-8.766897022724151611e-02,-1.740304827690124512e-01,-1.065193340182304382e-01,-1.271261367946863174e-02,-7.643261551856994629e-02,-3.293560817837715149e-02,-5.348617956042289734e-02,-7.604780048131942749e-02,-1.617091894149780273e-01,-5.398513004183769226e-02,-5.701829865574836731e-02,-6.260026991367340088e-02,-1.135680824518203735e-01,9.208700805902481079e-02,-5.139140784740447998e-02,-5.785501748323440552e-02,-1.263744086027145386e-01,-2.111787050962448120e-01,-4.378986731171607971e-02
-1.812397316098213196e-02,-2.780604735016822815e-02,-3.176110610365867615e-02,-1.039820611476898193e-01,-1.131678447127342224e-01,-8.288605511188507080e-02,-2.174830622971057892e-02,-1.235538944602012634e-01,-1.357880979776382446e-01,-8.772261440753936768e-02,-1.386855840682983398e-01,-8.474938571453094482e-02,-9.601499140262603760e-02,-1.209950447082519531e-01,-3.477150201797485352e-02,-1.794601827859878540e-01,-1.429428905248641968e-01,-2.757032401859760284e-02,-1.614199727773666382e-01,-2.348951622843742371e-02
-3.780163079500198364e-02,-9.268835186958312988e-02,-4.804378002882003784e-02,-3.767987713217735291e-02,-7.298836018890142441e-03,-3.247139975428581238e-02,-7.224687933921813965e-02,-1.361534092575311661e-02,-2.946572750806808472e-02,-6.407982110977172852e-02,-7.336042821407318115e-02,-3.799024969339370728e-02,-2.704512327909469604e-02,-5.719788372516632080e-02,-1.461699455976486206e-01,-8.864790201187133789e-02,-2.118188738822937012e-01,-1.839444935321807861e-01,-1.076402887701988220e-01,-2.546116895973682404e-02
-1.263058036565780640e-01,-2.214770764112472534e-02,-8.635911345481872559e-02,-7.659438252449035645e-02,-5.152173712849617004e-02,-1.791064254939556122e-02,-1.149813551455736160e-02,-1.274714712053537369e-02,-9.740380197763442993e-02,-1.706341840326786041e-02,-2.663376182317733765e-02,-9.540533646941184998e-03,-2.098404057323932648e-02,-2.027627676725387573e-01,-3.232559189200401306e-02,-6.224903091788291931e-02,-9.815408848226070404e-03,-5.577113851904869080e-02,-1.166006270796060562e-02,-9.392707794904708862e-02
-7.360245287418365479e-02,-2.720995061099529266e-02,-8.968113362789154053e-02,-2.129130624234676361e-02,-2.041606456041336060e-01,-3.232587873935699463e-02,-2.444966882467269897e-02,-1.650344580411911011e-01,-3.391380235552787781e-02,-2.274155989289283752e-02,-1.094308793544769287e-01,-2.246223762631416321e-02,-2.666843496263027191e-02,-6.670271605253219604e-02,-4.939948022365570068e-02,-1.297483593225479126e-01,-1.007690057158470154e-01,-3.574487566947937012e-02,-1.737988591194152832e-01,-8.797700703144073486e-02
-7.387711107730865479e-02,-7.177696377038955688e-02,-6.040135025978088379e-02,-2.712631225585937500e-02,-2.957348898053169250e-02,-2.903811819851398468e-02,-5.784633383154869080e-02,-1.004056409001350403e-01,-2.807980589568614960e-02,-2.848945185542106628e-02,-3.686902672052383423e-02,-1.256559491157531738e-01,-1.012708991765975952e-01,-1.112891882658004761e-01,6.009039003401994705e-03,-1.663306057453155518e-01,-4.715847969055175781e-02,-9.246158599853515625e-02,-1.932645589113235474e-01,-2.749856375157833099e-02
-4.519633203744888306e-02,-5.328938364982604980e-02,-1.828071027994155884e-01,-5.296545475721359253e-02,-4.626774415373802185e-02,-5.205312743782997131e-02,-6.966439634561538696e-02,-8.403392136096954346e-02,-1.192075014114379883e-01,-1.910076588392257690e-01,-8.452804386615753174e-02,-5.492690578103065491e-02,-5.378610640764236450e-02,-5.592259764671325684e-02,1.287630200386047363e-02,-7.537729293107986450e-02,-1.749875247478485107e-01,-5.073564872145652771e-02,-6.112428009510040283e-02,-6.508532911539077759e-02
-1.127347629517316818e-02,-1.692591160535812378e-01,-3.456693142652511597e-02,-2.319610267877578735e-01,-3.018926084041595459e-02,-5.890224128961563110e-02,-1.856355369091033936e-01,-1.984795089811086655e-03,-2.751952037215232849e-02,-1.407104283571243286e-01,-3.538006544113159180e-02,-3.196686133742332458e-02,-1.849588602781295776e-01,-2.089588791131973267e-01,-6.983134150505065918e-02,-1.803807332180440426e-03,-5.092691257596015930e-02,-2.111646533012390137e-02,-8.575810492038726807e-02,-1.077937111258506775e-01
-2.569037303328514099e-02,-6.018492579460144043e-02,-4.668246209621429443e-02,-1.991604268550872803e-02,-1.676142774522304535e-02,-4.743569716811180115e-02,-4.092880710959434509e-02,-1.214464679360389709e-01,-4.223604872822761536e-02,-7.912237197160720825e-02,-4.983692616224288940e-02,-5.408195778727531433e-02,-2.600566484034061432e-02,-2.193867117166519165e-01,4.170979186892509460e-02,-2.156505547463893890e-02,-8.888807892799377441e-02,-3.932032734155654907e-02,-2.014317065477371216e-01,-1.646219789981842041e-01
-4.781237617135047913e-02,-1.536285281181335449e-01,-9.255518019199371338e-02,-2.939998544752597809e-02,-2.219146862626075745e-02,-4.177125543355941772e-02,-4.427490755915641785e-02,-2.263674437999725342e-01,-6.046503782272338867e-02,-1.731950789690017700e-01,-5.044750496745109558e-02,-1.039191931486129761e-01,-1.004639118909835815e-01,-2.049502283334732056e-01,4.952726885676383972e-02,-1.090052276849746704e-01,-2.274558693170547485e-01,-3.298101946711540222e-02,-5.117667838931083679e-02,-3.222770988941192627e-02
-2.337609380483627319e-01,-1.812801808118820190e-01,-1.287360042333602905e-01,-2.578092925250530243e-02,-2.545782923698425293e-02,-2.129548788070678711e-01,-7.446385174989700317e-02,-1.094706580042839050e-01,-5.253511667251586914e-02,-5.660291016101837158e-02,-2.094582915306091309e-01,-5.015264078974723816e-02,-3.021905757486820221e-02,-7.728444784879684448e-02,-1.289701014757156372e-01,-5.583671107888221741e-02,-6.758070737123489380e-02,-1.773912757635116577e-01,-6.650601327419281006e-02,-4.682321101427078247e-02
-1.050332561135292053e-01,-2.064937800168991089e-01,-1.189256533980369568e-01,-3.281736373901367188e-02,-1.342310756444931030e-02,-6.111842766404151917e-02,-7.974111288785934448e-02,-4.196634888648986816e-02,-1.930210292339324951e-01,-1.007287353277206421e-01,-6.656394898891448975e-02,-6.574654579162597656e-02,-3.387805819511413574e-02,-3.279027342796325684e-02,-4.600317683070898056e-03,-6.550008058547973633e-02,-5.891693383455276489e-02,-1.303221285343170166e-01,-3.750019893050193787e-02,-6.367420405149459839e-02
-1.409720629453659058e-02,-9.007373452186584473e-02,-3.483103960752487183e-02,-9.560141712427139282e-03,-8.647378534078598022e-03,-2.003475427627563477e-01,-2.280190959572792053e-02,-3.485341742634773254e-02,-1.465594023466110229e-01,-1.287208944559097290e-01,-1.175686940550804138e-01,-3.005375713109970093e-02,-5.617615580558776855e-02,-5.178862065076828003e-02,-1.469413340091705322e-01,-1.791256219148635864e-01,-4.580789804458618164e-02,-1.106853783130645752e-02,-1.245257705450057983e-01,-2.143100947141647339e-01
-3.251019492745399475e-02,-1.061238572001457214e-01,-2.946616895496845245e-02,-2.982326410710811615e-02,-1.203621998429298401e-01,-1.017509028315544128e-01,-1.252189129590988159e-01,-1.671939641237258911e-01,-9.992754459381103516e-02,-1.856223940849304199e-01,-7.117258012294769287e-02,-2.936065569519996643e-02,-3.736198320984840393e-02,-1.264542490243911743e-01,-3.066978044807910919e-02,-1.011491417884826660e-01,-3.071276657283306122e-02,-8.577853441238403320e-02,-9.365820139646530151e-02,-1.601990312337875366e-01
-1.327750179916620255e-02,-3.725437447428703308e-02,-8.387921750545501709e-02,-1.173544302582740784e-02,-6.658439338207244873e-02,-3.964993730187416077e-02,-9.710937738418579102e-02,-1.173023656010627747e-01,-3.006215393543243408e-02,-1.492113769054412842e-01,-8.441348373889923096e-02,-2.852038107812404633e-02,-8.925749361515045166e-02,-9.164974838495254517e-02,-1.630054116249084473e-01,-1.879457980394363403e-01,-1.563771665096282959e-01,-1.666538976132869720e-02,-9.192731231451034546e-02,-1.504661440849304199e-01
-1.764679886400699615e-02,-1.773106493055820465e-02,-1.801043935120105743e-02,-1.689379662275314331e-02,-1.802347972989082336e-02,-1.320156008005142212e-01,-4.399470612406730652e-02,-6.841345876455307007e-02,-1.713159680366516113e-02,-3.089712746441364288e-02,-8.770547807216644287e-02,-1.212513893842697144e-01,-2.071384713053703308e-02,-5.772329494357109070e-02,-1.903411149978637695e-01,-6.644730269908905029e-02,-5.031058564782142639e-02,-7.824935019016265869e-02,-8.345421403646469116e-02,-1.074360534548759460e-01
-1.013585627079010010e-01,-2.362434752285480499e-02,-1.971384137868881226e-02,-3.417170420289039612e-02,-2.004051022231578827e-02,-3.091971017420291901e-02,-7.054425030946731567e-02,-2.123081535100936890e-01,-2.224374413490295410e-01,-7.504539936780929565e-02,-6.808826327323913574e-02,-2.091619744896888733e-02,-4.436203092336654663e-02,-1.190554797649383545e-01,-3.623763471841812134e-02,-1.390833109617233276e-01,-1.198126599192619324e-01,-1.163419261574745178e-01,-1.982931643724441528e-01,-1.450479179620742798e-01
-1.517037898302078247e-01,-2.918743155896663666e-02,-9.658633917570114136e-02,-2.799794264137744904e-02,-6.095970049500465393e-03,-1.264957338571548462e-01,-3.771855309605598450e-02,-8.693046122789382935e-02,-1.533809900283813477e-01,-7.642810046672821045e-02,-2.763613499701023102e-02,-1.267275065183639526e-01,-1.415491662919521332e-02,-1.605647206306457520e-01,4.258610680699348450e-02,-1.294952630996704102e-01,-4.247681796550750732e-02,-9.356413036584854126e-02,-1.068969145417213440e-01,-2.785771340131759644e-02
